session_date,client_id,traffic_source,device_type,session_duration_seconds,scrolled_down,clicked_download_syllabus
02/23/2024,5149907890,Organic Search,Desktop,9,0,0
02/24/2024,3877498928,Organic Search,Desktop,8,0,0
02/24/2024,5945472805,Paid Ads,Mobile,10,0,0
02/19/2024,9613121172,Organic Search,Desktop,21,0,1
02/25/2024,5177399488,Organic Search,Mobile,13,0,0
02/25/2024,5810027745,Organic Search,Desktop,4,0,0
02/25/2024,6293839563,Organic Search,Mobile,29,0,0
02/23/2024,2729459675,Organic Search,Mobile,17,0,0
02/24/2024,8788523315,Direct,Mobile,86,1,0
02/19/2024,6310025247,Paid Ads,Mobile,3,0,0
02/24/2024,1809107450,Direct,Mobile,11,0,0
02/22/2024,1346640189,Organic Search,Mobile,89,1,0
02/21/2024,8660434512,Paid Ads,Mobile,15,0,0
02/21/2024,1550550859,Paid Ads,Desktop,28,0,1
02/24/2024,3661025254,Paid Ads,Desktop,6,0,1
02/20/2024,3773515053,Direct,Mobile,90,1,0
02/23/2024,5621356921,Organic Search,Mobile,22,0,0
02/25/2024,4078282906,Direct,Mobile,26,0,0
02/23/2024,6300844606,Organic Search,Mobile,70,1,0
02/23/2024,1835577153,Organic Search,Desktop,89,1,0
02/22/2024,5957025876,Paid Ads,Desktop,83,1,0
02/23/2024,3210488778,Paid Ads,Mobile,9,0,1
02/21/2024,7524755562,Organic Search,Mobile,12,0,0
02/22/2024,2129687376,Paid Ads,Mobile,6,0,1
02/19/2024,3155387446,Paid Ads,Desktop,13,0,0
02/23/2024,7953273585,Organic Search,Desktop,14,0,0
02/23/2024,2497236221,Organic Search,Mobile,85,1,0
02/19/2024,7825930222,Direct,Mobile,104,1,0
02/23/2024,8256942186,Direct,Desktop,20,0,1
02/19/2024,7983547729,Organic Search,Desktop,23,0,0
02/22/2024,3512890091,Organic Search,Mobile,9,0,0
02/21/2024,9895651384,Organic Search,Mobile,1,0,0
02/19/2024,7158030787,Direct,Mobile,14,0,0
02/20/2024,3954551348,Paid Ads,Mobile,77,1,0
02/19/2024,1828860017,Organic Search,Mobile,17,0,0
02/23/2024,1807521348,Direct,Mobile,16,0,0
02/25/2024,1637730419,Paid Ads,Mobile,12,0,0
02/25/2024,9826628682,Organic Search,Mobile,98,1,0
02/22/2024,2853966521,Organic Search,Desktop,15,0,0
02/24/2024,1023380568,Paid Ads,Mobile,27,0,0
02/22/2024,4916243933,Paid Ads,Mobile,18,0,0
02/24/2024,8531698162,Paid Ads,Mobile,12,0,1
02/25/2024,4266780392,Paid Ads,Mobile,10,0,0
02/25/2024,4833736473,Paid Ads,Desktop,13,0,0
02/19/2024,1403687965,Direct,Mobile,28,0,0
02/21/2024,2376480757,Paid Ads,Mobile,13,0,0
02/20/2024,7919018352,Organic Search,Desktop,14,0,0
02/22/2024,9166651947,Paid Ads,Mobile,87,1,0
02/23/2024,4583845772,Direct,Desktop,87,1,0
02/24/2024,2251618464,Paid Ads,Mobile,11,0,0
02/23/2024,6619832478,Organic Search,Mobile,23,0,0
02/21/2024,8296435040,Direct,Mobile,97,1,0
02/24/2024,5896973272,Direct,Mobile,30,0,0
02/22/2024,9624329293,Paid Ads,Desktop,18,0,0
02/19/2024,5527804980,Direct,Desktop,15,0,0
02/23/2024,4769748449,Organic Search,Mobile,15,0,0
02/21/2024,5113849464,Organic Search,Mobile,93,1,0
02/22/2024,1731257495,Paid Ads,Desktop,1,0,0
02/25/2024,6208622687,Paid Ads,Desktop,95,1,0
02/25/2024,9467598276,Organic Search,Mobile,20,0,0
02/22/2024,4403292454,Organic Search,Mobile,16,0,0
02/22/2024,8221816193,Organic Search,Mobile,18,0,1
02/22/2024,7706496672,Organic Search,Desktop,99,1,0
02/24/2024,3121066157,Direct,Mobile,86,1,0
02/22/2024,8661914952,Paid Ads,Mobile,9,0,0
02/23/2024,8685325692,Organic Search,Desktop,11,0,0
02/21/2024,2836123010,Paid Ads,Mobile,11,0,0
02/24/2024,2255913240,Direct,Mobile,23,0,0
02/22/2024,8609749779,Organic Search,Mobile,11,0,0
02/20/2024,8509348073,Direct,Mobile,83,1,0
02/20/2024,7266227217,Paid Ads,Mobile,31,0,0
02/21/2024,7888029268,Paid Ads,Mobile,79,1,0
02/25/2024,3901869176,Paid Ads,Mobile,81,1,1
